date,desc,amount,cat,debit,credit,Balance,Unnamed: 7,Unnamed: 8
9/11/18,Foreign Currency Conversn Fee,-0.62,Fees,0.62,0.0,1371.61,,
9/11/18,Visa Purchase O/Seas          07Nov Usd14.95 Audible Us,-20.73,Expense - Subscriptions & Software Licences,20.73,0.0,1372.23,,
9/11/18,Visa Purchase                 07Nov Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,1392.96,,
8/11/18,Visa Purchase                 07Nov Uber Trip 2Swzp Help Sydney,-12.6,Expense - Travel - Taxis,12.6,0.0,1409.41,,
7/11/18,Visa Purchase                 05Nov Mbah Pty Ltd         Newtown,-28.5,Personal - Entertainment,28.5,0.0,1422.01,,
7/11/18,Visa Purchase                 05Nov Dendy Cinemas Pty Lt Newtown,-25.5,Personal - Entertainment,25.5,0.0,1450.51,,
7/11/18,Visa Purchase                 05Nov Dendy Cinema Pty Ltd Canberra,-16.25,Personal - Alcohol,16.25,0.0,1476.01,,
7/11/18,Eftpos Purchase               07Nov17:47 Woolworths      1474  Redfern      Nswau,-50.44,Personal - Groceries,50.44,0.0,1492.26,,
6/11/18,Visa Purchase                 05Nov Chainsmith           Surry Hil,-120.0,Expense - Travel,120.0,0.0,1542.7,,
6/11/18,Visa Purchase                 04Nov Sheep 8 Pty Limited  Redfern,-71.0,Personal - Alcohol,71.0,0.0,1662.7,,
5/11/18,Visa Purchase                 03Nov Prince Alfred Park   Surry Hil,-109.0,Personal - Family,109.0,0.0,1733.7,,
5/11/18,Visa Purchase                 02Nov Uber Trip Tpsw6 Help Sydney,-34.37,Expense - Travel - Taxis,34.37,0.0,1842.7,,
5/11/18,Tfr Wdl BPAY Internet         05Nov12:59 119479406397760     Tax Office Payments,-6948.0,ATO Payment,6948.0,0.0,1877.07,,
5/11/18,Internet Deposit              05Nov12:58 Tfr 4 Ato,8000.0,Account Transfer (In),0.0,8000.0,8825.07,,
5/11/18,Internet Withdrawal           05Nov12:54 Tfr 4 Ato,-10000.0,Account Transfer (Out),10000.0,0.0,825.07,,
5/11/18,Internet Deposit              05Nov12:52 Tfr 4 Ato,10000.0,Account Transfer (In),0.0,10000.0,10825.07,,
5/11/18,Eftpos Purchase               05Nov10:44 Pc Tele Contractors   Paddington   Nswau,-495.0,Expense - Office IT,495.0,0.0,825.07,,
3/11/18,Visa Purchase                 01Nov Google*Gsuite Greenh Cc Google,-16.5,Expense - Subscriptions & Software Licences,16.5,0.0,1320.07,,
2/11/18,Eftpos Purchase               02Nov18:11 Woolworths      1474  Redfern      Nswau,-410.3,Personal - Groceries,410.3,0.0,1336.57,,
1/11/18,Visa Purchase                 31Oct Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,1746.87,,
1/11/18,Visa Purchase                 30Oct Uber Trip Pnkxr Help Sydney,-17.56,Expense - Travel - Taxis,17.56,0.0,1776.87,,
31/10/18,Visa Purchase                 29Oct Paypal *Sam Harris   402935773,-5.91,Expense - Professional Development,5.91,0.0,1794.43,,
30/10/18,Visa Purchase                 28Oct Spotify P0804Dfada   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,1800.34,,
30/10/18,Foreign Currency Conversn Fee,-0.29,Fees,0.29,0.0,1812.33,,
30/10/18,Visa Purchase O/Seas          28Oct Usd7.00 Github.Com,-9.97,Expense - Subscriptions & Software Licences,9.97,0.0,1812.62,,
27/10/18,Atm Withdrawal -Wbc           27Oct09:47 Westpac               Redfern      2  Au,-200.0,Personal - Cash Out,200.0,0.0,1822.59,,
26/10/18,Visa Purchase                 23Oct Paypal *Crabtreeeve  402935773,-177.8,Personal - Health & Wellbeing,177.8,0.0,2022.59,,
24/10/18,Visa Purchase                 22Oct Paypal *Linkedin     402935773,-36.35,Expense - Subscriptions & Software Licences,36.35,0.0,2200.39,,
24/10/18,Visa Purchase                 22Oct Uber   *Trip 7Whku   Help.Uber,-17.19,Expense - Travel - Taxis,17.19,0.0,2236.74,,
24/10/18,Visa Purchase                 22Oct Uber   *Trip 2N4Ff   Help.Uber,-17.02,Expense - Travel - Taxis,17.02,0.0,2253.93,,
23/10/18,Visa Purchase                 20Oct Paypal *Netflix.Com  402-935-7,-16.07,Expense - Subscriptions & Software Licences,16.07,0.0,2270.95,,
22/10/18,Foreign Currency Conversn Fee,-2.11,Fees,2.11,0.0,2287.02,,
22/10/18,Visa Purchase O/Seas          19Oct Usd50.00 Mailchimp   *Monthly,-70.54,Expense - Subscriptions & Software Licences,70.54,0.0,2289.13,,
22/10/18,Visa Purchase                 19Oct Uber   *Trip P4Sip   Help.Uber,-50.27,Expense - Travel - Taxis,50.27,0.0,2359.67,,
20/10/18,Visa Purchase                 18Oct Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,2409.94,,
20/10/18,Visa Purchase                 19Oct Uber   *Trip X3Mr6   Help.Uber,-12.08,Expense - Travel - Taxis,12.08,0.0,2509.94,,
20/10/18,Visa Purchase                 18Oct Uber   *Trip Iwegb   Help.Uber,-8.95,Expense - Travel - Taxis,8.95,0.0,2522.02,,
19/10/18,Visa Purchase                 17Oct Uber Trip Xstfl Help Sydney,-24.57,Expense - Travel - Taxis,24.57,0.0,2530.97,,
19/10/18,Visa Purchase                 17Oct Gogetcarshare        130076938,-13.09,Expense - Travel,13.09,0.0,2555.54,,
18/10/18,Atm Operator Fee Wdl          18Oct21:15 Gold Convenience Stormymelbourne    03Au,-2.9,Fees,2.9,0.0,2568.63,,
18/10/18,Atm Withdrawal                18Oct21:15 Gold Convenience Stormymelbourne    03Au,-200.0,Personal - Cash Out,200.0,0.0,2571.53,,
17/10/18,Visa Purchase                 15Oct Uber   *Trip Sohpi   Help.Uber,-16.18,Expense - Travel - Taxis,16.18,0.0,2771.53,,
16/10/18,Visa Purchase                 15Oct Uber   *Trip Ykapu   Help.Uber,-36.65,Expense - Travel - Taxis,36.65,0.0,2787.71,,
16/10/18,Visa Purchase                 13Oct Uber   *Trip 7R5Mv   Help.Uber,-11.88,Expense - Travel - Taxis,11.88,0.0,2824.36,,
15/10/18,Visa Purchase                 11Oct Apple Itunes Store   Sydney,-14.99,Expense - Subscriptions & Software Licences,14.99,0.0,2836.24,,
13/10/18,Visa Purchase                 11Oct Uber   *Trip Yg5Tx   Help.Uber,-15.54,Expense - Travel - Taxis,15.54,0.0,2851.23,,
12/10/18,Visa Purchase                 10Oct Rent A Space Moore P Moore Par,-329.0,Expense - Storage,329.0,0.0,2866.77,,
11/10/18,Visa Purchase                 08Oct Paypal *Adobesystem  402935773,-263.87,Expense - Subscriptions & Software Licences,263.87,0.0,3195.77,,
11/10/18,Visa Purchase                 10Oct Uber   *Trip Fngho   Help.Uber,-49.75,Expense - Travel - Taxis,49.75,0.0,3459.64,,
11/10/18,Visa Purchase                 10Oct Uber   *Trip N5Bqw   Help.Uber,-13.65,Expense - Travel - Taxis,13.65,0.0,3509.39,,
9/10/18,Foreign Currency Conversn Fee,-0.63,Fees,0.63,0.0,3523.04,,
9/10/18,Visa Purchase O/Seas          07Oct Usd14.95 Audible Us,-21.24,Expense - Subscriptions & Software Licences,21.24,0.0,3523.67,,
9/10/18,Visa Purchase                 07Oct Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,3544.91,,
9/10/18,Visa Purchase                 08Oct Uber   *Trip Hcfap   Help.Uber,-15.57,Expense - Travel - Taxis,15.57,0.0,3561.36,,
6/10/18,Visa Purchase                 05Oct Uber   *Trip 34Q42   Help.Uber,-13.32,Expense - Travel - Taxis,13.32,0.0,3576.93,,
5/10/18,Internet Withdrawal           05Oct00:32 For Wortley St Cleaning,-650.0,Expense - Cleaners,650.0,0.0,3590.25,,
3/10/18,Visa Purchase                 01Oct Google*Gsuite Greenh Cc Google,-16.5,Expense - Subscriptions & Software Licences,16.5,0.0,4240.25,,
2/10/18,Visa Purchase                 29Sep Uber Trip 2Mh2J Help Sydney,-31.98,Expense - Travel - Taxis,31.98,0.0,4256.75,,
2/10/18,Visa Purchase                 30Sep Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,4288.73,,
2/10/18,Visa Purchase                 29Sep Paypal *Sam Harris   402935773,-5.75,Expense - Subscriptions & Software Licences,5.75,0.0,4318.73,,
1/10/18,Visa Purchase                 28Sep Spotify P079E7E3Ad   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,4324.48,,
1/10/18,Foreign Currency Conversn Fee,-0.29,Fees,0.29,0.0,4336.47,,
1/10/18,Visa Purchase O/Seas          28Sep Usd7.00 Github.Com,-9.72,Expense - Subscriptions & Software Licences,9.72,0.0,4336.76,,
29/9/18,Credit Interest,0.02,Fees,0.0,0.02,4346.48,,
25/9/18,Visa Purchase                 22Sep Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,4346.46,,
25/9/18,Visa Purchase                 22Sep Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,4446.46,,
24/9/18,Visa Purchase                 21Sep Rent A Space Moore P Moore Par,-359.0,Expense - Storage,359.0,0.0,4486.45,,
22/9/18,Visa Purchase                 20Sep Paypal *Netflix.Com  402-935-7,-15.81,Expense - Subscriptions & Software Licences,15.81,0.0,4845.45,,
21/9/18,Foreign Currency Conversn Fee,-2.08,Fees,2.08,0.0,4861.26,,
21/9/18,Visa Purchase O/Seas          19Sep Usd50.00 Mailchimp   *Monthly,-69.44,Expense - Subscriptions & Software Licences,69.44,0.0,4863.34,,
20/9/18,Visa Purchase                 18Sep Gogetcarshare        130076938,-114.98,Expense - Travel,114.98,0.0,4932.78,,
20/9/18,Internet Deposit              20Sep11:52 Storage Moore Park 12Mth,4838.8,Wortley St,0.0,4838.8,5047.76,,
18/9/18,Visa Purchase                 15Sep Uber Trip Sv3Ft Help Sydney,-14.05,Expense - Travel - Taxis,14.05,0.0,208.96,,
12/9/18,Visa Purchase                 10Sep Paypal *Dendycinema  402935773,-22.0,Personal - Entertainment,22.0,0.0,223.01,,
12/9/18,Visa Purchase                 10Sep Paypal *Dendycinema  402935773,-16.0,Personal - Entertainment,16.0,0.0,245.01,,
11/9/18,Visa Purchase                 09Sep Uber   *Trip 7H6Tp   Help.Uber,-21.39,Expense - Travel - Taxis,21.39,0.0,261.01,,
10/9/18,Foreign Currency Conversn Fee,-0.63,Fees,0.63,0.0,282.4,,
10/9/18,Visa Purchase O/Seas          07Sep Usd14.95 Audible Us,-21.07,Expense - Subscriptions & Software Licences,21.07,0.0,283.03,,
10/9/18,Visa Purchase                 07Sep Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,304.1,,
6/9/18,Visa Purchase                 03Sep Paypal *Faddoulsn    402935773,-47.54,Personal - Skye,47.54,0.0,320.55,,
6/9/18,Visa Purchase                 03Sep Amazon Mktplc Au     Sydney So,-9.55,Personal - Skye,9.55,0.0,368.09,,
4/9/18,Visa Purchase                 01Sep Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,377.64,,
4/9/18,Visa Purchase                 01Sep Apple Itunes Store   Sydney,-14.99,Expense - Subscriptions & Software Licences,14.99,0.0,407.64,,
4/9/18,Visa Purchase                 01Sep Google*Gsuite Greenh Cc Google,-13.84,Expense - Subscriptions & Software Licences,13.84,0.0,422.63,,
3/9/18,Visa Purchase                 30Aug Paypal *Carshareaus  402935773,-12.4,Expense - Travel,12.4,0.0,436.47,,
3/9/18,Visa Purchase                 30Aug Paypal *Carshareaus  402935773,-12.4,Expense - Travel,12.4,0.0,448.87,,
3/9/18,Visa Credit                   31Aug Paypal *Carshareaus  402935773,12.4,Expense - Travel,0.0,12.4,461.27,,
3/9/18,Visa Credit                   31Aug Paypal *Carshareaus  402935773,12.4,Expense - Travel,0.0,12.4,448.87,,
1/9/18,Visa Purchase                 31Aug Gogetcarshare        130076938,-86.8,Expense - Travel,86.8,0.0,436.47,,
1/9/18,Visa Purchase                 31Aug Gogetcarshare        130076938,-6.21,Expense - Travel,6.21,0.0,523.27,,
31/8/18,Visa Purchase                 29Aug Paypal *Sam Harris   402935773,-5.66,Expense - Subscriptions & Software Licences,5.66,0.0,529.48,,
31/8/18,Internet Deposit              31Aug11:44 Gogets For Jane,500.0,Wortley St,0.0,500.0,535.14,,
30/8/18,Visa Purchase                 28Aug Spotify P07388B14F   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,35.14,,
30/8/18,Foreign Currency Conversn Fee,-0.28,Fees,0.28,0.0,47.13,,
30/8/18,Visa Purchase O/Seas          28Aug Usd7.00 Github.Com,-9.56,Expense - Subscriptions & Software Licences,9.56,0.0,47.41,,
25/8/18,Visa Purchase                 23Aug Uber   *Trip Ry2Ky   Help.Uber,-19.41,Expense - Travel - Taxis,19.41,0.0,56.97,,
25/8/18,Visa Purchase                 23Aug Uber   *Trip Vgts6   Help.Uber,-15.12,Expense - Travel - Taxis,15.12,0.0,76.38,,
24/8/18,Visa Purchase                 23Aug Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,91.5,,
24/8/18,Visa Purchase                 22Aug Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,191.5,,
23/8/18,Visa Purchase                 20Aug Transport For Nsw-Op Chippenda,-40.0,Expense - Travel,40.0,0.0,231.49,,
23/8/18,Visa Purchase                 20Aug Paypal *Netflix.Com  402-935-7,-15.7,Expense - Subscriptions & Software Licences,15.7,0.0,271.49,,
21/8/18,Visa Purchase                 19Aug Paypal *Headspace    353143690,-82.21,Expense - Subscriptions & Software Licences,82.21,0.0,287.19,,
21/8/18,Foreign Currency Conversn Fee,-2.06,Fees,2.06,0.0,369.4,,
21/8/18,Visa Purchase O/Seas          19Aug Usd50.00 Mailchimp   *Monthly,-68.95,Expense - Subscriptions & Software Licences,68.95,0.0,371.46,,
21/8/18,Visa Purchase                 17Aug Paypal *Carshareaus  402935773,-37.51,Expense - Travel,37.51,0.0,440.41,,
21/8/18,Visa Purchase                 17Aug Paypal *Carshareaus  402935773,-12.4,Expense - Travel,12.4,0.0,477.92,,
21/8/18,Visa Purchase                 17Aug Paypal *Carshareaus  402935773,-6.21,Expense - Travel,6.21,0.0,490.32,,
17/8/18,Visa Purchase                 15Aug Paypal *Carshareaus  402935773,-31.01,Expense - Travel,31.01,0.0,496.53,,
17/8/18,Visa Purchase                 15Aug Paypal *Carshareaus  402935773,-12.4,Expense - Travel,12.4,0.0,527.54,,
17/8/18,Visa Purchase                 15Aug Paypal *Carshareaus  402935773,-12.4,Expense - Travel,12.4,0.0,539.94,,
17/8/18,Atm Withdrawal                17Aug14:18 Cba Atm  Colombian Htl2 Nsw 201697   Aus,-400.0,Personal - Cash Out,400.0,0.0,552.34,,
17/8/18,Internet Deposit              17Aug14:17 Garbage Removal,500.0,Wortley St,0.0,500.0,952.34,,
16/8/18,Visa Purchase                 14Aug Paypal *Carshareaus  402935773,-24.76,Expense - Travel,24.76,0.0,452.34,,
16/8/18,Visa Purchase                 14Aug Paypal *Carshareaus  402935773,-16.5,Expense - Travel,16.5,0.0,477.1,,
16/8/18,Visa Purchase                 14Aug Paypal *Carshareaus  402935773,-16.5,Expense - Travel,16.5,0.0,493.6,,
16/8/18,Visa Purchase                 14Aug Paypal *Carshareaus  402935773,-16.5,Expense - Travel,16.5,0.0,510.1,,
16/8/18,Visa Purchase                 14Aug Paypal *Carshareaus  402935773,-16.5,Expense - Travel,16.5,0.0,526.6,,
16/8/18,Visa Purchase                 14Aug Paypal *Carshareaus  402935773,-8.24,Expense - Travel,8.24,0.0,543.1,,
13/8/18,Visa Purchase                 10Aug Rent A Space Moore P Moore Par,-329.0,Expense - Storage,329.0,0.0,551.34,,
13/8/18,Visa Purchase                 10Aug Paypal *Carshareaus  402935773,-24.8,Expense - Travel,24.8,0.0,880.34,,
13/8/18,Visa Purchase                 10Aug Paypal *Carshareaus  402935773,-12.4,Expense - Travel,12.4,0.0,905.14,,
13/8/18,Visa Purchase                 10Aug Paypal *Carshareaus  402935773,-6.21,Expense - Travel,6.21,0.0,917.54,,
13/8/18,Visa Purchase                 10Aug Paypal *Carshareaus  402935773,-6.19,Expense - Travel,6.19,0.0,923.75,,
13/8/18,Internet Deposit              13Aug16:30 Tfr 4 Bills,500.0,Account Transfer (In),0.0,500.0,929.94,,
13/8/18,Cardless Atm Withdrawal       12Aug09:20 Westpac               Surry Hills  2  Au,-50.0,Personal - Cash Out,50.0,0.0,429.94,,
9/8/18,Foreign Currency Conversn Fee,-0.6,Fees,0.6,0.0,479.94,,
9/8/18,Visa Purchase O/Seas          07Aug Usd14.95 Audible,-20.26,Expense - Subscriptions & Software Licences,20.26,0.0,480.54,,
9/8/18,Visa Purchase                 07Aug Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,500.8,,
8/8/18,Visa Purchase                 06Aug Google*Gsuite Greenh Cc Google,-34.6,Expense - Subscriptions & Software Licences,34.6,0.0,517.25,,
8/8/18,Visa Purchase                 06Aug Paypal *Carshareaus  402935773,-12.4,Expense - Travel,12.4,0.0,551.85,,
8/8/18,Visa Credit                   06Aug Paypal *Carshareaus  402935773,12.4,Expense - Travel,0.0,12.4,564.25,,
7/8/18,Visa Purchase                 04Aug Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,551.85,,
7/8/18,Visa Purchase                 04Aug Paypal *Sanshuntong  402935773,-22.28,Personal - Family,22.28,0.0,581.85,,
7/8/18,Visa Purchase                 03Aug Uber   *Trip 5B7I2   Help.Uber,-13.83,Expense - Travel - Taxis,13.83,0.0,604.13,,
7/8/18,Visa Purchase                 04Aug Uber   *Trip Pwosl   Help.Uber,-13.29,Expense - Travel - Taxis,13.29,0.0,617.96,,
7/8/18,Foreign Currency Conversn Fee,-0.28,Fees,0.28,0.0,631.25,,
7/8/18,Visa Purchase O/Seas          04Aug Usd7.00 Github.Com,-9.53,Expense - Subscriptions & Software Licences,9.53,0.0,631.53,,
7/8/18,Internet Withdrawal           07Aug08:56 For Tickets,-360.0,Account Transfer (Out),360.0,0.0,641.06,,
3/8/18,Atm Withdrawal                03Aug13:37 St.George Bank        Sydney       2  Au,-2000.0,Wortley St,2000.0,0.0,1001.06,,
3/8/18,Internet Deposit              03Aug13:33 Cash For Skylight,3000.0,Wortley St,0.0,3000.0,3001.06,,
31/7/18,Visa Purchase                 28Jul Spotify P06Da8Ce70   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,1.06,,
27/7/18,Visa Purchase                 26Jul Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,13.05,,
26/7/18,Eftpos Purchase               26Jul21:43 Woolworths      1474  Redfern      Nswau,-44.7,Personal - Groceries,44.7,0.0,113.05,,
26/7/18,Internet Deposit              26Jul21:42 From 0000467806067,50.0,Personal,0.0,50.0,157.75,,
24/7/18,Visa Purchase                 22Jul Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,107.75,,
23/7/18,Visa Purchase                 20Jul Paypal *Netflix.Com  402-935-7,-15.55,Expense - Subscriptions & Software Licences,15.55,0.0,147.74,,
21/7/18,Foreign Currency Conversn Fee,-2.04,Fees,2.04,0.0,163.29,,
21/7/18,Visa Purchase O/Seas          19Jul Usd50.00 Mailchimp   *Monthly,-68.3,Expense - Subscriptions & Software Licences,68.3,0.0,165.33,,
21/7/18,Foreign Currency Conversn Fee,-1.08,Fees,1.08,0.0,233.63,,
21/7/18,Visa Purchase O/Seas          19Jul Usd26.40 Lastpass.Com,-36.06,Expense - Subscriptions & Software Licences,36.06,0.0,234.71,,
17/7/18,Internet Withdrawal           17Jul17:44 Tfr2 Me Top Up,-750.0,Account Transfer (Out),750.0,0.0,270.77,,
17/7/18,Internet Deposit              17Jul17:42 Tfr2 Me Top-Up,1000.0,Account Transfer (In),0.0,1000.0,1020.77,,
13/7/18,Visa Purchase                 12Jul Uber Trip X36Gq Help Sydney,-12.29,Expense - Travel - Taxis,12.29,0.0,20.77,,
13/7/18,Visa Purchase                 11Jul Paypal *Carshareaus  402935773,-12.2,Expense - Travel,12.2,0.0,33.06,,
12/7/18,Visa Purchase                 10Jul Rent A Space Moore P Moore Par,-329.0,Expense - Storage,329.0,0.0,45.26,,
12/7/18,Visa Purchase                 11Jul Hunter's Corner      Redfern,-12.0,Expense - Meeting,12.0,0.0,374.26,,
12/7/18,Internet Withdrawal           12Jul08:53 For Blinds 1O2 Deposit,-2970.0,Personal - House,2970.0,0.0,386.26,,
12/7/18,Internet Deposit              12Jul08:48 Tfr4 Blinds,3000.0,Account Transfer (In),0.0,3000.0,3356.26,,
10/7/18,Foreign Currency Conversn Fee,-0.6,Fees,0.6,0.0,356.26,,
10/7/18,Visa Purchase O/Seas          07Jul Usd14.95 Audible,-20.27,Expense - Subscriptions & Software Licences,20.27,0.0,356.86,,
10/7/18,Visa Purchase                 07Jul Audible Australia    Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,377.13,,
3/7/18,Visa Purchase                 30Jun Domayne Av/It West G West Gosf,-2181.0,Asset Purchase,2181.0,0.0,393.58,,
3/7/18,Visa Purchase                 30Jun Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,2574.58,,
30/6/18,Credit Interest,0.01,Fees,0.0,0.01,2604.58,,
30/6/18,Visa Purchase                 28Jun Spotify P06812F5A1   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,2604.57,,
30/6/18,Foreign Currency Conversn Fee,-0.28,Fees,0.28,0.0,2616.56,,
30/6/18,Visa Purchase O/Seas          28Jun Usd7.00 Github.Com  3Zfx,-9.55,Expense - Subscriptions & Software Licences,9.55,0.0,2616.84,,
30/6/18,Visa Credit                   27Jun Apple Itunes Store   Sydney,14.99,Expense - Subscriptions & Software Licences,0.0,14.99,2626.39,,
30/6/18,Internet Deposit              30Jun16:47 From 0000447275967,2000.0,Account Transfer (In),0.0,2000.0,2611.4,,
29/6/18,Visa Purchase                 28Jun Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,611.4,,
29/6/18,Visa Purchase                 27Jun Paypal *Carshareaus  402935773,-24.4,Expense - Travel,24.4,0.0,711.4,,
29/6/18,Visa Purchase                 27Jun Paypal *Carshareaus  402935773,-12.2,Expense - Travel,12.2,0.0,735.8,,
27/6/18,Visa Purchase                 25Jun Cheapdomains.Com.Au  Website H,-38.0,Expense - Subscriptions & Software Licences,38.0,0.0,748.0,,
26/6/18,Visa Purchase                 23Jun Transport For Nsw-Op Chippenda,-40.0,Expense - Travel,40.0,0.0,786.0,,
26/6/18,Visa Purchase                 24Jun Paypal *Carshareaus  402935773,-12.2,Expense - Travel,12.2,0.0,826.0,,
25/6/18,Foreign Currency Conversn Fee,-3.66,Fees,3.66,0.0,838.2,,
25/6/18,Visa Purchase O/Seas          22Jun Usd89.94 Meetup Org Ultd 6M,-122.01,Expense - Subscriptions & Software Licences,122.01,0.0,841.86,,
25/6/18,Visa Purchase                 22Jun Paypal *Linkedin     402935773,-39.99,Expense - Subscriptions & Software Licences,39.99,0.0,963.87,,
22/6/18,Visa Purchase                 20Jun Paypal *Netflix.Com  402-935-7,-15.5,Expense - Subscriptions & Software Licences,15.5,0.0,1003.86,,
22/6/18,Internet Deposit              22Jun15:33 For Mum Dentistry Trip,1000.0,Account Transfer (In),0.0,1000.0,1019.36,,
21/6/18,Foreign Currency Conversn Fee,-2.04,Fees,2.04,0.0,19.36,,
21/6/18,Visa Purchase O/Seas          19Jun Usd50.00 Mailchimp   *Monthly,-68.08,Expense - Subscriptions & Software Licences,68.08,0.0,21.4,,
21/6/18,Visa Purchase                 18Jun Apple Itunes Store   Sydney,-14.99,Expense - Subscriptions & Software Licences,14.99,0.0,89.48,,
21/6/18,Visa Purchase                 20Jun Uber   *Trip Twa6Z   Help.Uber,-12.33,Expense - Travel - Taxis,12.33,0.0,104.47,,
20/6/18,Visa Purchase                 19Jun Uber   *Trip Wxvzp   Help.Uber,-15.05,Expense - Travel - Taxis,15.05,0.0,116.8,,
19/6/18,Internet Deposit              19Jun11:05 From 0000467806067,100.0,Account Transfer (In),0.0,100.0,131.85,,
18/6/18,Visa Purchase                 15Jun Paypal *Carshareaus  402935773,-12.07,Expense - Travel,12.07,0.0,31.85,,
12/6/18,Visa Purchase                 10Jun Rent A Space Moore P Moore Par,-329.0,Expense - Storage,329.0,0.0,43.92,,
9/6/18,Visa Purchase                 08Jun Amnesty Internationa Chippenda,-100.0,Donation,100.0,0.0,372.92,,
9/6/18,Foreign Currency Conversn Fee,-0.58,Fees,0.58,0.0,472.92,,
9/6/18,Visa Purchase O/Seas          07Jun Usd14.95 Audible,-19.64,Expense - Subscriptions & Software Licences,19.64,0.0,473.5,,
9/6/18,Visa Purchase                 07Jun Audible Limited      Melbourne,-16.45,Expense - Subscriptions & Software Licences,16.45,0.0,493.14,,
7/6/18,Internet Deposit              07Jun09:38 For Cleaners,500.0,Account Transfer (In),0.0,500.0,509.59,,
1/6/18,Visa Purchase                 31May Cancer Council Nsw   Woolloomo,-30.0,Donation,30.0,0.0,9.59,,
30/5/18,Visa Purchase                 28May Spotify P0623031Dc   Sydney,-11.99,Expense - Subscriptions & Software Licences,11.99,0.0,39.59,,
30/5/18,Foreign Currency Conversn Fee,-0.27,Fees,0.27,0.0,51.58,,
30/5/18,Visa Purchase O/Seas          28May Usd7.00 Github.Com  3Zfx,-9.28,Expense - Subscriptions & Software Licences,9.28,0.0,51.85,,
29/5/18,Visa Purchase                 26May East Phoenix Pl      Zetland,-168.32,Personal - Entertainment,168.32,0.0,61.13,,
24/5/18,Tfr Wdl BPAY Internet         24May21:00 42252670007         Sydney Water,-567.27,Expense - Utilities,567.27,0.0,229.45,,
24/5/18,Internet Deposit              24May20:58 Tfr Douglas Syd Water,500.0,Account Transfer (In),0.0,500.0,796.72,,
24/5/18,Atm Withdrawal                24May16:40 Cba Atm  Redfern A      Nsw 223101   Aus,-2000.0,Personal - Cash Out,2000.0,0.0,296.72,,
24/5/18,Internet Deposit              24May16:38 Final Matt Wortley,2000.0,Account Transfer (In),0.0,2000.0,2296.72,,
23/5/18,Foreign Currency Conversn Fee,-2.0,Fees,2.0,0.0,296.72,,
23/5/18,Visa Purchase O/Seas          20May Usd50.00 Mailchimp   *Monthly,-66.78,Expense - Subscriptions & Software Licences,66.78,0.0,298.72,,
23/5/18,Visa Purchase                 20May Paypal *Netflix.Com  402-935-7,-15.21,Expense - Subscriptions & Software Licences,15.21,0.0,365.5,,
22/5/18,Visa Purchase                 20May Rent A Space Moore P Moore Par,-279.0,Expense - Storage,279.0,0.0,380.71,,
22/5/18,Visa Purchase                 19May The Paddington       Paddingto,-64.95,Personal - Eating Out,64.95,0.0,659.71,,
22/5/18,Visa Purchase                 20May The Paddington       Paddingto,-38.0,Personal - Drinking Out,38.0,0.0,724.66,,
22/5/18,Visa Purchase                 20May Silver Servic 133100 Alexandri,-17.01,Expense - Travel,17.01,0.0,762.66,,
22/5/18,Visa Purchase                 19May Uber   *Trip Trltq   Help.Uber,-14.03,Expense - Travel - Taxis,14.03,0.0,779.67,,
21/5/18,Ncie Fitness Ctr 95498602,-36.77,Personal - Health & Wellbeing,36.77,0.0,793.7,,
21/5/18,Internet Deposit              19May21:34 Janes Bits And Pieces,500.0,Account Transfer (In),0.0,500.0,830.47,,
21/5/18,Atm Withdrawal                19May21:33 Cba Atm  Paddington B   Nsw 222002   Aus,-200.0,Personal - Cash Out,200.0,0.0,330.47,,
21/5/18,Internet Deposit              19May21:32 Janes Bits And Pieces,500.0,Personal - Jane,0.0,500.0,530.47,,
19/5/18,Visa Purchase                 16May Paypal *Carshareaus  402935773,-96.58,Expense - Travel,96.58,0.0,30.47,,
